QUEST_LV_0400_20161005_000037	{nl}That over there is the Vilkas nest, but how am I supposed to get in there.{nl}I don't know, maybe I'll be able to get there if I cover myself with Vilkas fur...	{nl}저기가 바로 빌카스들의 주요 서식지인데, 어떻게 혼자 가요.{nl}빌카스의 털이라도 바를 수 있다면 모를까..				우그니스
QUEST_LV_0400_20161005_000038	We'll be put in danger if we go and fight Vilkas near their nest.{nl}There are a lot of Vilkas at Kyrba Lot as well.	서식지 근처에서 빌카스를 잡으면 오히려 우리가 위험해질 수 있죠.{nl}키르바 공터에도 이곳 못지 않게 빌카스가 많이 있어요.				우그니스
QUEST_LV_0400_20161005_000039	{nl}Why don't we try gathering Vilkas fur over there.	{nl}그곳에서 빌카스의 털을 모으도록 하죠.				우그니스
QUEST_LV_0400_20161005_000040	There's a lot of Vilkas at Kyrba Lot, so it should be easy enough to get their fur there.	키르바 공터에서 빌카스가 많으니 털을 모으는데 좀 수월할 겁니다.				우그니스
QUEST_LV_0400_20161005_000041	I think we'll be able to fool them into thinking we're one of their friends with this amount of fur.	이 정도 양이면 몬스터들이 천적도 동료라고 생각할 거에요.				우그니스
QUEST_LV_0400_20161005_000042	I'm thinking of going to search their nest with this fur all over me.{nl}It's quite large so I don't know how long it will take but...	이제 빌카스의 털을 이용해서 녀석들의 굴을 수색해보려고 해요.{nl}서식지가 꽤 넓어서 수색하는데 조금 벅차기는 하지만..				우그니스
QUEST_LV_0400_20161005_000043	There's no reason for me to decline your offer of help.{nl}Let's go.	제 일을 돕겠다고 하시면 거절할 이유는 없죠.{nl}가시죠.				우그니스
QUEST_LV_0400_20161005_000044	There doesn't seem to be a Flechette where I checked.{nl}Did you find anything?	제가 확인한 곳에는 플레세트는 없어요.{nl}찾으신 거라도 있나요?				우그니스
QUEST_LV_0400_20161005_000045	{nl}Ah yes...{nl}Nothing...	{nl}아 네..{nl}없었군요..				우그니스
QUEST_LV_0400_20161005_000046	So my search has resulted in nothing.{nl}You said that you were gathering reports?	결국 제 수색 상황은 제자리 걸음이네요.{nl}스승님이 당신을 통해서 저희들의 수색 상황을 알고 싶다고 하셨죠?				우그니스
QUEST_LV_0400_20161005_000047	{nl}There are two other apprentices.{nl}One is Aquilas and the other is Jenonhas.	{nl}저 말고도 스승님은 2명의 제자를 더 두셨어요.{nl}한 명은 아퀼라스 다른 한 명은 제노나스에요.				우그니스
QUEST_LV_0400_20161005_000048	{nl}Aquilas is on the road to Phamer Forest and Jenonhas is at Kainen Crossing.{nl}You said that you've already met Aquilas, so try looking for Jenonhas.	{nl}아퀼라스는 파마르 숲으로 향하는 길에 있고 제노나스는 카이넨 나루터에 있어요.{nl}아퀼라스는 이미 만나셨다고 하니.. 제노나스에게 가보세요.				우그니스
QUEST_LV_0400_20161005_000049	I'll return after wrapping things up here.	조금 마무리하고 스승님께 돌아갈 겁니다.				우그니스
QUEST_LV_0400_20161005_000050	Jenonhas	제노나스				
QUEST_LV_0400_20161005_000051	Thank you so much.{nl}I wouldn't have made it if you hadn't come here.	정말로 감사합니다. {nl}당신이 아니었다면 전 롬펠누카들에게 당했을 거예요.				제노나스
QUEST_LV_0400_20161005_000052	Yes, that is correct.{nl}I am looking for the Flechette.	네 맞아요.{nl}플레세트를 찾고 있었어요.				제노나스
QUEST_LV_0400_20161005_000053	{nl}If it was something that could have been found so easily, people would have already taken it, don't you think?{nl}This is pointless.	{nl}그런데  이런 식으로 찾는다고 찾아질 물건이었으면 누군가 벌써 가져갔겠죠.{nl}정말 아무 소용이 없는 일이에요.				제노나스
QUEST_LV_0400_20161005_000054	{nl}There are even demons here.{nl}I can't understand my orders this time round.	{nl}심지어 마족이 있어 목숨까지 위험하다고요.{nl}스승님의 이번 지시는 이해가 안돼요.				제노나스
QUEST_LV_0400_20161005_000055	{nl}I'm going to have to talk about this later.	{nl}따지러 가야겠어요.				제노나스
QUEST_LV_0400_20161005_000056	Everyone is exhausted since they're searching for an arrow that seems to be non-existant.{nl}Especially where there are so many demons roaming around...	어디에 있는지도 모르는 화살을 찾으라고 하니 다들 힘들었을 겁니다.{nl}더구나 마족이 이렇게 돌아다니는 곳에서..				메켄
QUEST_LV_0400_20161005_000057	{nl}It's all because I am not skilled enough.	{nl}모두 제가 부족한 탓입니다.				메켄
QUEST_LV_0400_20161005_000058	The first Fletcher Master crafted the Flechette for Lydia Schaffen.{nl}Of course I thought about asking the Fletcher Master.	플레세트는 현재 플레처 마스터의 선조가 만들어 리디아 샤펜에게 주었습니다.{nl}저라고 플레처 마스터에게 말 해볼 생각을 안 해 봤겠습니까?				메켄
QUEST_LV_0400_20161005_000059	{nl}But the Fletcher Master and the other members of the Astral Tower... They won't talk to me because they think I am a traitor.{nl}That's why I am not even thinking about it.	{nl}하지만..플레처 마스터나.. 별의 탑 단원들은 절 배신자라 생각해 도와주지 않을 겁니다.{nl}그래서 기대도 하지 않고 있어요..				메켄
QUEST_LV_0400_20161005_000060	Of course I would appreciate the help but...{nl}I'm sure that it won't make a difference.	그렇게 나서 주시겠다면 감사한 일입니다만..{nl}청해봐도 소용없을 겁니다.				메켄
QUEST_LV_0400_20161005_000061	{nl}Don't be too disappointed though.{nl}The Fletcher Master is at the Goddess' Ancient Garden.	{nl}그래도 너무 실망하지 마십시오.{nl}플레처 마스터는 여신의 옛뜰에 있습니다.				메켄
QUEST_LV_0400_20161005_000062	Fletcher Master	플레처 마스터				
QUEST_LV_0400_20161005_000063	You said that Mechen asked you to find the Flechette?{nl}You still came to me knowing what kind of person he is correct?	메켄이 플레세트를 찾도록 도와달라고 하셨소?{nl}그 자가 어떤 자인지 알고 내게 부탁하고 있는 거요?				플레처 마스터
QUEST_LV_0400_20161005_000064	{nl}Of course I might think of helping him if he agrees to return the Flechette after finding it.{nl}However, he'll show his true colors as soon as we find the Flechette.	{nl}그 자가 플레세트를 찾고 내게 돌려준다면 조금이라도 도와줄 의향이 있소. {nl}하지만 플레세트를 찾으면 분명 속내를 드러내 그것을 차지할 것이오.				플레처 마스터
QUEST_LV_0400_20161005_000065	If you say that, I'll agree to help.	그렇게까지 하겠다면 당신을 믿어 보겠소.				플레쳐 마스터
QUEST_LV_0400_20161005_000066	{nl}This is a recipe for detecting the Flechette.{nl}Take this to Mechen.	{nl}여기 플레세트를 탐지할 수 있는 장치의 제작서요.{nl}이걸 가지고 메켄에게 가시오.				플레쳐 마스터
QUEST_LV_0400_20161005_000067	The Goddess' Ancient Garden...{nl}It will be a long trip.	여신의 옛뜰입니다.{nl}먼 길이 되실 겁니다..				메켄
QUEST_LV_0400_20161005_000068	He gave you a recipe that will allow us to craft equipment that will help us detect the Flechette?	플레세트를 탐지 할 수 장치를 만드는 방법이 적힌 제작서를 줬단 말입니까?				메켄
QUEST_LV_0400_20161005_000069	{nl}How did he decide to help us?	{nl}어떻게 그가 저를 도울 생각을 하게 된 거죠?				메켄
QUEST_LV_0400_20161005_000070	{nl}Ah... 	{nl}아.. 				메켄
QUEST_LV_0400_20161005_000071	{nl}I see.{nl}He agreed to help us under the condition of having my life if I do not give the Flechette.	{nl}그렇군요.{nl}제가 플레세트를 내주지 않을 땐 제 목을 치겠다는 말을 듣고서야 돕겠다는 거군요.				메켄
QUEST_LV_0400_20161005_000072	{nl}I don't think that will be necessary.{nl}I'll take a look at this recipe then...	{nl}제 목을 쳐야 하는 상황은 없을 겁니다.{nl}그럼 저는 이 제작서를 좀 읽어보겠습니다.				메켄
QUEST_LV_0400_20161005_000073	Mechen is the person who allowed the previous leader for the Astral Tower, his brother, to be taken down.	메켄은 별의 탑 단장이자 자신의 친형을 단장 자리에서 끌어내리는데 일등 공신을 한 인물이오.				플레쳐 마스터
QUEST_LV_0400_20161005_000074	{nl}How can I trust such a person.	{nl}그런 인간을 어찌 믿겠소.				플레쳐 마스터
QUEST_LV_0400_20161005_000075	The Flechette is said to be crafted from the divine energy of the Goddess.{nl}It says that we have to get the energy of a powerful demon since it will react to their energy.	플레세트는 여신의 신성력으로 만들어진 물건이라는군요.{nl}강력한 마족의 마력에 반응하니 마족의 마력이 필요하다고 제작서에 나와있습니다.				메켄
QUEST_LV_0400_20161005_000076	I'm worried that he might make us go and find capture a demon.	제자들에게 마족의 마력을 구해오라고 지시를 했지만 잘해낼지 걱정입니다.				메켄
QUEST_LV_0400_20161005_000077	You've collected a lot.{nl}Now what we need is...	꽤 많이 모아 주셨네요.{nl}그럼 이제 필요한 것은..				메켄
QUEST_LV_0400_20161005_000078	The recipe says that we need Vilkas essence in order to control the demon's energy.	제작서에는 마족의 마력을 제어할 수 있는 빌카스의 정수가 필요하다고 적혀있습니다.				메켄
QUEST_LV_0400_20161005_000079	My apprentices have gone to different locations to gather Vilkas essence.{nl}Could you please go to Kyrba Lot?	제자들은 각기 다른 장소로 가 빌카스의 정수를 모으고 있습니다.{nl}당신은 키르바 공터에서 빌카스의 정수를 모으면 됩니다.				메켄
QUEST_LV_0400_20161005_000080	All you have to do is gather Vilkas essence from Kyrba Lot.	키르바 공터에서 빌카스의 정수를 모아주시면 됩니다.				메켄
QUEST_LV_0400_20161005_000081	We have gathered all of the materials needed to create the detector.{nl}I'll start crafting it then.	탐지기를 만드는데 필요한 재료들은 모두 모였군요.{nl}그럼 탐지기를 만들어 보겠습니다.				메켄
QUEST_LV_0400_20161005_000082	I've finished crafting the detector.{nl}I'm going to give it to my apprentices to try and find the Flechette.	탐지기가 완성됐습니다. {nl}플레세트를 찾도록 제자들에게 탐지기를 나눠 줄 겁니다.				메켄
QUEST_LV_0400_20161005_000083	{nl}I guess it will make it easier to find the Flechette.	{nl}이제 플레세트를 수색하는데 조금이나마 수월해지겠군요.				메켄
QUEST_LV_0400_20161005_000084	If you wish to participate in finding the Flechette, please start at Taylie Lot.{nl}The other places will be covered by my apprentices.	플레세트를 찾는데 동참하시겠다면 테일리 공터에서 찾아주십시오.{nl}다른 곳은 제자들이 각각 흩어져서 수색할 테니까요.				메켄
QUEST_LV_0400_20161005_000085	{nl}Try using the detector at Taylie Lot at places you think the Flechette might be.{nl}It will react if the Flechette is nearby.	{nl}테일리 공터로 가셔서 플레세트가 있을 법한 예상 위치에 탐지기를 사용해 보십시오.{nl}플레세트가 근처에 있으면 반응이 있을 겁니다.				메켄
QUEST_LV_0400_20161005_000086	Go to Taylie Lot and look for the Flechette.	테일리 공터로 가서 탐지기로 플레세트를 찾으십시오.				메켄
QUEST_LV_0400_20161005_000087	Ah, have you found the Flechette?{nl}It feels a bit abrupt after all that fruitless time we spent searching for it...	오, 플레세트를 찾으셨습니까?{nl}그렇게 찾아 다니던 시간이 허무할 정도로 금방 찾아오셨군요..				메켄
QUEST_LV_0400_20161005_000088	{nl}Of course, none of us are Revelators...{nl}Good job.	{nl}역시 계시자님이십니다.{nl}고생 많으셨습니다.				메켄
QUEST_LV_0400_20161005_000089	{nl}Now it's time to take the Flechette to the Fletcher Master.	{nl}이제 플레세트를 플레쳐 마스터에게 전달해야겠지요.				메켄
QUEST_LV_0400_20161005_000090	Please be careful.{nl}I wish that this would help resolve the misunderstanding between us.	잘 전해주십시오.{nl}이렇게 해서 플래쳐 마스터의 오해만이라도 풀렸으면 좋겠습니다.				메켄
QUEST_LV_0400_20161005_000091	This... it is the Flechette that was created by my elders.{nl}I didn't think that Mechen would give it this easily.	이건..선조께서 만드신 플레세트가 맞소.{nl}메켄이 이렇게 순순히 내줄지는 몰랐소.				플레처 마스터
QUEST_LV_0400_20161005_000092	{nl}Hmm...{nl}Take this.{nl}Tell him that this is a sort of reward for finding me the Flechette.	{nl}흠..{nl}이걸 가져 가시오.{nl}나를 대신해 그가 플레세트를 찾아 준거에 대한 보상이라 생각하라고 전해 주시고.				플레처 마스터
QUEST_LV_0400_20161005_000093	{nl}I don't know how much good it will do for his honor...{nl}But people will at least know how much he went through to find the Flechette.	{nl}떨어졌다고 하는 그의 명예를 얼마나 회복시켜 줄 지는 모르겠지만..{nl}플레세트를 찾아 헤맨 정성 정도는 다들 알아 줄 거요.				플레처 마스터
QUEST_LV_0400_20161005_000094	A promise is a promise, so I'll hand it over.	약속은 약속이니, 일단 돌려드려야지요.				메켄
QUEST_LV_0400_20161005_000095	This... it's an Arrow of Proof crafted by the Fletcher Master...{nl}I hope people will listen to me a bit more if I have this.	이건..플레쳐 마스터가 만든 증명의 화살이군요..{nl}이거면 다들 제 진심을 조금은 알아 줄 겁니다.				메켄
QUEST_LV_0400_20161005_000096	This will help Mechen recover some of his honor.	그것으로 어느 정도 메켄의 명예는 회복이 될 거요.				플레처 마스터
QUEST_LV_0400_20161005_000097	Hello there.	여행자님이십니까.				사제 린타스
QUEST_LV_0400_20161005_000098	{nl}We are apprentices of Maven.{nl}We are rewriting the misinformation that has been spread about the Ruklys incident on this Monument.	{nl}저희는 메이번님의 제자들입니다.{nl}루클리스에 관해 왜곡되어 적힌 카듀멜 선왕의 기념비를 수정하는 일을 하고 있습니다.				사제 린타스
QUEST_LV_0400_20161005_000099	{nl}These were almost destroyed because of the actions for King Kadumel.{nl}However, King Barynwell decided to cast magic on them to make them unreadable instead.	{nl}사실, 카듀멜 선왕의 행적 때문에 이 기념비들은 파괴될 뻔 했죠.{nl}하지만 바린웰 국왕께서는 기념비들을 파괴하는 대신, 변형 마법을 걸어 읽지 못하게 만들었습니다.				사제 린타스
QUEST_LV_0400_20161005_000100	{nl}We are preparing to undo the magic and make the corrections.{nl}The monsters are stopping us from doing anything though.	{nl}저희는 변형 마법을 풀고 기념비를 수정하기 위해서 여러 준비를 하고 있습니다.{nl}그러나 몬스터의 습격으로 모두 허사가 될 수 있는 상황에 왔습니다.{nl}				사제 린타스
QUEST_LV_0400_20161005_000101	We will gladly accept any help you can offer us.	도와주시겠다니 염치불구하고 부탁을 드리겠습니다.				사제 린타스
QUEST_LV_0400_20161005_000102	{nl}First of all, we need to find the documents.{nl}These documents contain instructions on how to dispell transfiguration magic, but they've been scattered due to monster attacks.	{nl}일단, 문서를 찾아야 합니다.{nl}변형 마법을 풀 수 있는 방법이 적힌 문서인데, 몬스터의 습격으로 흩어지고 말았습니다.				사제 린타스
QUEST_LV_0400_20161005_000103	{nl}We were careful in making any further moves since we don't want to provoke any more monster attacks.	{nl}문서를 찾으려고 해도 언제 또 몬스터가 습격을 해 올 지 몰라 이렇게 소극적으로 움직이고 있습니다.				사제 린타스
QUEST_LV_0400_20161005_000104	{nl}Please try looking at Othorove Lot first.	{nl}오소로브 공터를 먼저 찾아 봐 주십시오.				사제 린타스
QUEST_LV_0400_20161005_000105	We need those documents to dispell the magic and correct the information on this Monument.	그 문서가 있어야 변형 마법을 풀고 기념비의 내용을 수정할 수 있습니다.				사제 린타스
QUEST_LV_0400_20161005_000106	I see that they've all been scattered like this.{nl}Thank you for gathering all of the pages.	그렇게 모두 낱장으로 흩어져 있었군요.{nl}모두 모아다 주셔서 감사합니다.				사제 린타스
QUEST_LV_0400_20161005_000107	{nl}Now...	{nl}그럼 이제..				사제 린타스
QUEST_LV_0400_20161005_000108	We'll have to find an orb in order to dispell the magic.{nl}The orb will quickly be depleted so we also had a recharging orb.	변형 마법을 풀 수 있는 보주를 찾아야 합니다. {nl}이 보주는 금방 방전되기 때문에 보주를 충전할 수 있는 활력의 구를 같이 챙겼죠.				사제 린타스
QUEST_LV_0400_20161005_000109	The orb will absorb the energy from the recharging orb.{nl}Therefore, you should be able to find where the orb is if you carry this around with you.	보주는 활력의 구에서 나오는 마력을 흡수합니다.{nl}그러니 활력의 구를 활용하면 보주들이 있는 곳을 알 수 있습니다.				사제 린타스
QUEST_LV_0400_20161005_000110	The recharging orb will emmit magic when activated.{nl}The magic will go towards the orb since it will try to absorb it and will glow when it does so.	활력의 구를 사용하시면 구 안에서 마력이 나올 겁니다. {nl}마력은 보주가 있는 곳으로 흘러갈 것이고 보주는 마력을 흡수 할 때 빛 날 것입니다.				사제 린타스
QUEST_LV_0400_20161005_000111	{nl}All you have to do is to find the orb.	{nl}빛이 나는 장소에 가 보주를 찾으시면 됩니다.				사제 린타스
QUEST_LV_0400_20161005_000112	Magic will come out of the recharging orb when it is activated.{nl}You'll be able to find the orb if you follow it.	활력의 구를 사용하면 마력이 흘러나올 겁니다. {nl}그 마력을 따라가시면 보주가 있을 겁니다.				사제 린타스
QUEST_LV_0400_20161005_000113	Oh, thank you so much!{nl}Now that we have the orbs...	오, 정말 감사합니다.{nl}이제 보주까지 모두 가져오셨으니..				사제 린타스
QUEST_LV_0400_20161005_000114	We have finished all of the preparations required to dispel the magic on King Kadumel's Monument.	카듀멜 국왕의 기념비에 걸린 변형 마법을 풀 수 있는 준비는 모두 마쳤습니다.				사제 린타스
QUEST_LV_0400_20161005_000115	You've dealt with the Gosal?{nl}I can't believe that you took that thing on single handed when the three of us...	고살을 처치하고 오셨다고요?{nl}저희가 모두 사제이긴 해도, 셋이서 쩔쩔매던 녀석을 처치하시다니..				사제 린타스
QUEST_LV_0400_20161005_000116	{nl}You don't seem to be just another traveler for some reason...	{nl}그냥 평범한 여행자는 아니신 것 같은데요?				사제 린타스
QUEST_LV_0400_20161005_000117	Whatever the case may be, the Gosal is gone, so we'll be able to go there.{nl}We'll have to check Tarkha Lot to see what the object is.	어쨌든, 길을 막고 방해하던 고살도 사라졌으니 다시 가 보죠.{nl}타르카 공터에 있는 기념비로 추정되는 물체를 확인해봐야겠습니다.				사제 린타스
QUEST_LV_0400_20161005_000118	This thing that looks like a tree is actually an monument.{nl}This is all because of the spell.	여기 이 나무처럼 보이는 것이 기념비입니다.{nl}변형 마법이 걸려 있어서 이렇게 보입니다.				사제 린타스
QUEST_LV_0400_20161005_000119	{nl}We'll dispell it with the orb you've recovered for us.	{nl}그럼 여행자님께서 찾아다 주신, 그 보주를 사용해서 변형 마법을 해제하겠습니다.				사제 린타스
QUEST_LV_0400_20161005_000120	The monument has now returned to it's original shape.{nl}We'll now find any pieces of misinformation and correct them.	이제 기념비가 원래의 모습으로 돌아왔습니다.{nl}그럼, 기념비의 내용을 확인해서 틀린 내용이 있으면 수정하도록 하겠습니다.				사제 린타스
QUEST_LV_0400_20161005_000121	We've finished correcting this one, so we'll have to search for other monuments.	이 기념비의 내용을 수정했으니, 이제 다른 기념비를 찾으러 가야겠습니다.				사제 린타스
QUEST_LV_0400_20161005_000122	{nl}Please, follow me.	{nl}저와 함께 가시죠.				사제 린타스
QUEST_LV_0400_20161005_000123	Here it is.{nl}I will dispell the magic that is cast on the monument.	여기 있군요. {nl}기념비에 걸린 변형 마법을 풀도록 하겠습니다.				사제 린타스
QUEST_LV_0400_20161005_000124	I think that the spores from this bracken have caused the paralysis.{nl}I can't dispell the magic in this state.	여기 이 고사리들의 포자가 마비 증세를 일으키는 것 같습니다.{nl}마비 때문에 기념비의 변형 마법을 풀기 어렵습니다.				사제 린타스
QUEST_LV_0400_20161005_000125	{nl}We'll have to wait for me to be able to move again.	{nl}일단 이 마비 증세가 없어져야할텐데요..				사제 린타스
QUEST_LV_0400_20161005_000126	{nl}You can find Mittelly Herbs near Ausne Lot.{nl}Mittelly Herbs are known to cure such issues.	{nl}아우스네 공터 부근에 가면 미탤리 약초를 구할 수 있습니다.{nl}미탤리 약초는 모든 이상 증상을 완화시켜 준다고 하더군요.				사제 린타스
QUEST_LV_0400_20161005_000127	There should be plenty of Mittelly Herbs near Ausne Lot.	미탤리 약초는 아우스테 공터 주변에 많습니다.				사제 린타스
QUEST_LV_0400_20161005_000128	{nl}I'm sorry for being so dependant when you simply volunteered to help...	{nl}돕겠다고 나서주신 분께 너무 의지하는 것 같아 죄송합니다..				사제 린타스
